Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-07-19,Limburg,31.0,Ziekenhuisopname,0.0,1328.0
2020-07-20,Limburg,31.0,Ziekenhuisopname,0.0,1328.0
2020-07-21,Limburg,31.0,Ziekenhuisopname,0.0,1328.0
2020-07-22,Limburg,31.0,Ziekenhuisopname,0.0,1328.0
2020-07-23,Limburg,31.0,Ziekenhuisopname,0.0,1328.0
2020-07-24,Limburg,31.0,Ziekenhuisopname,0.0,1328.0
2020-07-25,Limburg,31.0,Ziekenhuisopname,0.0,1328.0
2020-07-26,Limburg,31.0,Ziekenhuisopname,0.0,1328.0
2020-07-27,Limburg,31.0,Ziekenhuisopname,0.0,1328.0
2020-07-28,Limburg,31.0,Ziekenhuisopname,0.0,1328.0
2020-07-29,Limburg,31.0,Ziekenhuisopname,0.0,1328.0
2020-07-30,Limburg,31.0,Ziekenhuisopname,1.0,1329.0
2020-07-31,Limburg,31.0,Ziekenhuisopname,0.0,1329.0
2020-08-01,Limburg,31.0,Ziekenhuisopname,0.0,1329.0
2020-08-02,Limburg,31.0,Ziekenhuisopname,0.0,1329.0
2020-08-03,Limburg,31.0,Ziekenhuisopname,0.0,1329.0
2020-08-04,Limburg,31.0,Ziekenhuisopname,0.0,1329.0
2020-08-05,Limburg,31.0,Ziekenhuisopname,1.0,1330.0
2020-08-06,Limburg,31.0,Ziekenhuisopname,0.0,1330.0
2020-08-07,Limburg,31.0,Ziekenhuisopname,1.0,1331.0
2020-08-08,Limburg,31.0,Ziekenhuisopname,0.0,1331.0
2020-08-09,Limburg,31.0,Ziekenhuisopname,0.0,1331.0
2020-08-10,Limburg,31.0,Ziekenhuisopname,0.0,1331.0
2020-08-11,Limburg,31.0,Ziekenhuisopname,0.0,1331.0
2020-08-12,Limburg,31.0,Ziekenhuisopname,0.0,1331.0
2020-08-13,Limburg,31.0,Ziekenhuisopname,0.0,1331.0
2020-08-14,Limburg,31.0,Ziekenhuisopname,0.0,1331.0
2020-08-15,Limburg,31.0,Ziekenhuisopname,0.0,1331.0
2020-08-16,Limburg,31.0,Ziekenhuisopname,0.0,1331.0
2020-08-17,Limburg,31.0,Ziekenhuisopname,0.0,1331.0
2020-08-18,Limburg,31.0,Ziekenhuisopname,0.0,1331.0
2020-08-19,Limburg,31.0,Ziekenhuisopname,0.0,1331.0
2020-08-20,Limburg,31.0,Ziekenhuisopname,2.0,1333.0
2020-08-21,Limburg,31.0,Ziekenhuisopname,0.0,1333.0
2020-08-22,Limburg,31.0,Ziekenhuisopname,0.0,1333.0
2020-08-23,Limburg,31.0,Ziekenhuisopname,0.0,1333.0
2020-08-24,Limburg,31.0,Ziekenhuisopname,0.0,1333.0
2020-08-25,Limburg,31.0,Ziekenhuisopname,1.0,1334.0
2020-08-26,Limburg,31.0,Ziekenhuisopname,0.0,1334.0
2020-08-27,Limburg,31.0,Ziekenhuisopname,0.0,1334.0
2020-08-28,Limburg,31.0,Ziekenhuisopname,0.0,1334.0
2020-08-29,Limburg,31.0,Ziekenhuisopname,0.0,1334.0
2020-08-30,Limburg,31.0,Ziekenhuisopname,0.0,1334.0
2020-08-31,Limburg,31.0,Ziekenhuisopname,0.0,1334.0
2020-09-01,Limburg,31.0,Ziekenhuisopname,2.0,1336.0
2020-09-02,Limburg,31.0,Ziekenhuisopname,1.0,1337.0
2020-09-03,Limburg,31.0,Ziekenhuisopname,1.0,1338.0
2020-09-04,Limburg,31.0,Ziekenhuisopname,2.0,1340.0
2020-09-05,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-06,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-07,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-08,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-09,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-10,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-11,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-12,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-13,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-14,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-15,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-16,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-17,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-18,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-19,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-20,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-21,Limburg,31.0,Ziekenhuisopname,0.0,1340.0
2020-09-22,Limburg,31.0,Ziekenhuisopname,1.0,1341.0
2020-09-23,Limburg,31.0,Ziekenhuisopname,3.0,1344.0
2020-09-24,Limburg,31.0,Ziekenhuisopname,0.0,1344.0
2020-09-25,Limburg,31.0,Ziekenhuisopname,1.0,1345.0
2020-09-26,Limburg,31.0,Ziekenhuisopname,1.0,1346.0
2020-09-27,Limburg,31.0,Ziekenhuisopname,0.0,1346.0
2020-09-28,Limburg,31.0,Ziekenhuisopname,0.0,1346.0
2020-09-29,Limburg,31.0,Ziekenhuisopname,0.0,1346.0
2020-09-30,Limburg,31.0,Ziekenhuisopname,2.0,1348.0
2020-10-01,Limburg,31.0,Ziekenhuisopname,0.0,1348.0
2020-10-02,Limburg,31.0,Ziekenhuisopname,1.0,1349.0
2020-10-03,Limburg,31.0,Ziekenhuisopname,1.0,1350.0
2020-10-04,Limburg,31.0,Ziekenhuisopname,1.0,1351.0
2020-10-05,Limburg,31.0,Ziekenhuisopname,0.0,1351.0
2020-10-06,Limburg,31.0,Ziekenhuisopname,0.0,1351.0
2020-10-07,Limburg,31.0,Ziekenhuisopname,0.0,1351.0
2020-10-08,Limburg,31.0,Ziekenhuisopname,0.0,1351.0
2020-10-09,Limburg,31.0,Ziekenhuisopname,2.0,1353.0
2020-10-10,Limburg,31.0,Ziekenhuisopname,0.0,1353.0
2020-10-11,Limburg,31.0,Ziekenhuisopname,1.0,1354.0
2020-10-12,Limburg,31.0,Ziekenhuisopname,1.0,1355.0
2020-10-13,Limburg,31.0,Ziekenhuisopname,0.0,1355.0
2020-10-14,Limburg,31.0,Ziekenhuisopname,1.0,1356.0
2020-10-15,Limburg,31.0,Ziekenhuisopname,5.0,1361.0
2020-10-16,Limburg,31.0,Ziekenhuisopname,2.0,1363.0
2020-10-17,Limburg,31.0,Ziekenhuisopname,2.0,1365.0
2020-10-18,Limburg,31.0,Ziekenhuisopname,1.0,1366.0
2020-10-19,Limburg,31.0,Ziekenhuisopname,5.0,1371.0
2020-10-20,Limburg,31.0,Ziekenhuisopname,2.0,1373.0
2020-10-21,Limburg,31.0,Ziekenhuisopname,3.0,1376.0
2020-10-22,Limburg,31.0,Ziekenhuisopname,1.0,1377.0
2020-10-23,Limburg,31.0,Ziekenhuisopname,3.0,1380.0
2020-10-24,Limburg,31.0,Ziekenhuisopname,3.0,1383.0
2020-10-25,Limburg,31.0,Ziekenhuisopname,4.0,1387.0
2020-10-26,Limburg,31.0,Ziekenhuisopname,1.0,1388.0
2020-10-27,Limburg,31.0,Ziekenhuisopname,6.0,1394.0
2020-10-28,Limburg,31.0,Ziekenhuisopname,1.0,1395.0
2020-10-29,Limburg,31.0,Ziekenhuisopname,5.0,1400.0
2020-10-30,Limburg,31.0,Ziekenhuisopname,7.0,1407.0
2020-10-31,Limburg,31.0,Ziekenhuisopname,7.0,1414.0
2020-11-01,Limburg,31.0,Ziekenhuisopname,2.0,1416.0
2020-11-02,Limburg,31.0,Ziekenhuisopname,4.0,1420.0
2020-11-03,Limburg,31.0,Ziekenhuisopname,10.0,1430.0
2020-11-04,Limburg,31.0,Ziekenhuisopname,4.0,1434.0
2020-11-05,Limburg,31.0,Ziekenhuisopname,9.0,1443.0
2020-11-06,Limburg,31.0,Ziekenhuisopname,6.0,1449.0
2020-11-07,Limburg,31.0,Ziekenhuisopname,6.0,1455.0
2020-11-08,Limburg,31.0,Ziekenhuisopname,1.0,1456.0
2020-11-09,Limburg,31.0,Ziekenhuisopname,3.0,1459.0
2020-11-10,Limburg,31.0,Ziekenhuisopname,4.0,1463.0
2020-11-11,Limburg,31.0,Ziekenhuisopname,0.0,1463.0
2020-11-12,Limburg,31.0,Ziekenhuisopname,0.0,1463.0
2020-11-13,Limburg,31.0,Ziekenhuisopname,4.0,1467.0
2020-11-14,Limburg,31.0,Ziekenhuisopname,8.0,1475.0
2020-11-15,Limburg,31.0,Ziekenhuisopname,4.0,1479.0
2020-11-16,Limburg,31.0,Ziekenhuisopname,12.0,1491.0
2020-11-17,Limburg,31.0,Ziekenhuisopname,7.0,1498.0
2020-02-27,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-02-28,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-02-29,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-03-01,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-03-02,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-03-03,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-03-04,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-03-05,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-03-06,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-03-07,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-03-08,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-03-09,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-03-10,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-03-11,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-03-12,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-03-13,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-03-14,Noord-Brabant,30.0,Overleden,0.0,0.0
2020-03-15,Noord-Brabant,30.0,Overleden,4.0,4.0
2020-03-16,Noord-Brabant,30.0,Overleden,0.0,4.0
2020-03-17,Noord-Brabant,30.0,Overleden,1.0,5.0
2020-03-18,Noord-Brabant,30.0,Overleden,17.0,22.0
2020-03-19,Noord-Brabant,30.0,Overleden,6.0,28.0
2020-03-20,Noord-Brabant,30.0,Overleden,2.0,30.0
2020-03-21,Noord-Brabant,30.0,Overleden,6.0,36.0
2020-03-22,Noord-Brabant,30.0,Overleden,36.0,72.0
2020-03-23,Noord-Brabant,30.0,Overleden,12.0,84.0
2020-03-24,Noord-Brabant,30.0,Overleden,11.0,95.0
2020-03-25,Noord-Brabant,30.0,Overleden,22.0,117.0
2020-03-26,Noord-Brabant,30.0,Overleden,21.0,138.0
2020-03-27,Noord-Brabant,30.0,Overleden,25.0,163.0
2020-03-28,Noord-Brabant,30.0,Overleden,30.0,193.0
2020-03-29,Noord-Brabant,30.0,Overleden,10.0,203.0
2020-03-30,Noord-Brabant,30.0,Overleden,18.0,221.0
2020-03-31,Noord-Brabant,30.0,Overleden,28.0,249.0
2020-04-01,Noord-Brabant,30.0,Overleden,30.0,279.0
2020-04-02,Noord-Brabant,30.0,Overleden,43.0,322.0
2020-04-03,Noord-Brabant,30.0,Overleden,99.0,421.0
2020-04-04,Noord-Brabant,30.0,Overleden,13.0,434.0
2020-04-05,Noord-Brabant,30.0,Overleden,32.0,466.0
2020-04-06,Noord-Brabant,30.0,Overleden,57.0,523.0
2020-04-07,Noord-Brabant,30.0,Overleden,9.0,532.0
2020-04-08,Noord-Brabant,30.0,Overleden,60.0,592.0
2020-04-09,Noord-Brabant,30.0,Overleden,29.0,621.0
2020-04-10,Noord-Brabant,30.0,Overleden,46.0,667.0
2020-04-11,Noord-Brabant,30.0,Overleden,81.0,748.0
2020-04-12,Noord-Brabant,30.0,Overleden,59.0,807.0
2020-04-13,Noord-Brabant,30.0,Overleden,60.0,867.0
2020-04-14,Noord-Brabant,30.0,Overleden,17.0,884.0
2020-04-15,Noord-Brabant,30.0,Overleden,52.0,936.0
2020-04-16,Noord-Brabant,30.0,Overleden,36.0,972.0
2020-04-17,Noord-Brabant,30.0,Overleden,34.0,1006.0
2020-04-18,Noord-Brabant,30.0,Overleden,41.0,1047.0
2020-04-19,Noord-Brabant,30.0,Overleden,23.0,1070.0
2020-04-20,Noord-Brabant,30.0,Overleden,13.0,1083.0
2020-04-21,Noord-Brabant,30.0,Overleden,12.0,1095.0
2020-04-22,Noord-Brabant,30.0,Overleden,9.0,1104.0
2020-04-23,Noord-Brabant,30.0,Overleden,34.0,1138.0
2020-04-24,Noord-Brabant,30.0,Overleden,15.0,1153.0
2020-04-25,Noord-Brabant,30.0,Overleden,2.0,1155.0
2020-04-26,Noord-Brabant,30.0,Overleden,23.0,1178.0
2020-04-27,Noord-Brabant,30.0,Overleden,17.0,1195.0
2020-04-28,Noord-Brabant,30.0,Overleden,23.0,1218.0
2020-04-29,Noord-Brabant,30.0,Overleden,21.0,1239.0
2020-04-30,Noord-Brabant,30.0,Overleden,11.0,1250.0
2020-05-01,Noord-Brabant,30.0,Overleden,8.0,1258.0
2020-05-02,Noord-Brabant,30.0,Overleden,4.0,1262.0
2020-05-03,Noord-Brabant,30.0,Overleden,5.0,1267.0
2020-05-04,Noord-Brabant,30.0,Overleden,12.0,1279.0
2020-05-05,Noord-Brabant,30.0,Overleden,15.0,1294.0
2020-05-06,Noord-Brabant,30.0,Overleden,5.0,1299.0
2020-05-07,Noord-Brabant,30.0,Overleden,6.0,1305.0
2020-05-08,Noord-Brabant,30.0,Overleden,30.0,1335.0
2020-05-09,Noord-Brabant,30.0,Overleden,3.0,1338.0
2020-05-10,Noord-Brabant,30.0,Overleden,6.0,1344.0
2020-05-11,Noord-Brabant,30.0,Overleden,7.0,1351.0
2020-05-12,Noord-Brabant,30.0,Overleden,9.0,1360.0
2020-05-13,Noord-Brabant,30.0,Overleden,3.0,1363.0
2020-05-14,Noord-Brabant,30.0,Overleden,7.0,1370.0
2020-05-15,Noord-Brabant,30.0,Overleden,4.0,1374.0
2020-05-16,Noord-Brabant,30.0,Overleden,2.0,1376.0
2020-05-17,Noord-Brabant,30.0,Overleden,3.0,1379.0
2020-05-18,Noord-Brabant,30.0,Overleden,0.0,1379.0
2020-05-19,Noord-Brabant,30.0,Overleden,5.0,1384.0
2020-05-20,Noord-Brabant,30.0,Overleden,3.0,1387.0
2020-05-21,Noord-Brabant,30.0,Overleden,0.0,1387.0
2020-05-22,Noord-Brabant,30.0,Overleden,4.0,1391.0
2020-05-23,Noord-Brabant,30.0,Overleden,4.0,1395.0
2020-05-24,Noord-Brabant,30.0,Overleden,0.0,1395.0
2020-05-25,Noord-Brabant,30.0,Overleden,1.0,1396.0
2020-05-26,Noord-Brabant,30.0,Overleden,2.0,1398.0
2020-05-27,Noord-Brabant,30.0,Overleden,2.0,1400.0
2020-05-28,Noord-Brabant,30.0,Overleden,0.0,1400.0
2020-05-29,Noord-Brabant,30.0,Overleden,3.0,1403.0
2020-05-30,Noord-Brabant,30.0,Overleden,2.0,1405.0
2020-05-31,Noord-Brabant,30.0,Overleden,5.0,1410.0
2020-06-01,Noord-Brabant,30.0,Overleden,1.0,1411.0
2020-06-02,Noord-Brabant,30.0,Overleden,1.0,1412.0
2020-06-03,Noord-Brabant,30.0,Overleden,0.0,1412.0
2020-06-04,Noord-Brabant,30.0,Overleden,0.0,1412.0
2020-06-05,Noord-Brabant,30.0,Overleden,3.0,1415.0
2020-06-06,Noord-Brabant,30.0,Overleden,0.0,1415.0
2020-06-07,Noord-Brabant,30.0,Overleden,2.0,1417.0
2020-06-08,Noord-Brabant,30.0,Overleden,2.0,1419.0
2020-06-09,Noord-Brabant,30.0,Overleden,1.0,1420.0
2020-06-10,Noord-Brabant,30.0,Overleden,1.0,1421.0
2020-06-11,Noord-Brabant,30.0,Overleden,3.0,1424.0
2020-06-12,Noord-Brabant,30.0,Overleden,0.0,1424.0
2020-06-13,Noord-Brabant,30.0,Overleden,0.0,1424.0
2020-06-14,Noord-Brabant,30.0,Overleden,0.0,1424.0
2020-06-15,Noord-Brabant,30.0,Overleden,2.0,1426.0
2020-06-16,Noord-Brabant,30.0,Overleden,1.0,1427.0
2020-06-17,Noord-Brabant,30.0,Overleden,2.0,1429.0
2020-06-18,Noord-Brabant,30.0,Overleden,1.0,1430.0
2020-06-19,Noord-Brabant,30.0,Overleden,1.0,1431.0
2020-06-20,Noord-Brabant,30.0,Overleden,0.0,1431.0
2020-06-21,Noord-Brabant,30.0,Overleden,0.0,1431.0
2020-06-22,Noord-Brabant,30.0,Overleden,0.0,1431.0
2020-06-23,Noord-Brabant,30.0,Overleden,0.0,1431.0
2020-06-24,Noord-Brabant,30.0,Overleden,0.0,1431.0
2020-06-25,Noord-Brabant,30.0,Overleden,1.0,1432.0
2020-06-26,Noord-Brabant,30.0,Overleden,1.0,1433.0
2020-06-27,Noord-Brabant,30.0,Overleden,0.0,1433.0
2020-06-28,Noord-Brabant,30.0,Overleden,1.0,1434.0
2020-06-29,Noord-Brabant,30.0,Overleden,0.0,1434.0
2020-06-30,Noord-Brabant,30.0,Overleden,2.0,1436.0
2020-07-01,Noord-Brabant,30.0,Overleden,1.0,1437.0
2020-07-02,Noord-Brabant,30.0,Overleden,1.0,1438.0
2020-07-03,Noord-Brabant,30.0,Overleden,0.0,1438.0
2020-07-04,Noord-Brabant,30.0,Overleden,0.0,1438.0
2020-07-05,Noord-Brabant,30.0,Overleden,0.0,1438.0
2020-07-06,Noord-Brabant,30.0,Overleden,0.0,1438.0
2020-07-07,Noord-Brabant,30.0,Overleden,0.0,1438.0
2020-07-08,Noord-Brabant,30.0,Overleden,1.0,1439.0
2020-07-09,Noord-Brabant,30.0,Overleden,0.0,1439.0
2020-07-10,Noord-Brabant,30.0,Overleden,0.0,1439.0
2020-07-11,Noord-Brabant,30.0,Overleden,0.0,1439.0
2020-07-12,Noord-Brabant,30.0,Overleden,0.0,1439.0
2020-07-13,Noord-Brabant,30.0,Overleden,0.0,1439.0
2020-07-14,Noord-Brabant,30.0,Overleden,0.0,1439.0
2020-07-15,Noord-Brabant,30.0,Overleden,0.0,1439.0
2020-07-16,Noord-Brabant,30.0,Overleden,0.0,1439.0
2020-07-17,Noord-Brabant,30.0,Overleden,1.0,1440.0
2020-07-18,Noord-Brabant,30.0,Overleden,0.0,1440.0
2020-07-19,Noord-Brabant,30.0,Overleden,0.0,1440.0
2020-07-20,Noord-Brabant,30.0,Overleden,1.0,1441.0
2020-07-21,Noord-Brabant,30.0,Overleden,0.0,1441.0
2020-07-22,Noord-Brabant,30.0,Overleden,0.0,1441.0
2020-07-23,Noord-Brabant,30.0,Overleden,0.0,1441.0
2020-07-24,Noord-Brabant,30.0,Overleden,0.0,1441.0
2020-07-25,Noord-Brabant,30.0,Overleden,0.0,1441.0
2020-07-26,Noord-Brabant,30.0,Overleden,1.0,1442.0
2020-07-27,Noord-Brabant,30.0,Overleden,0.0,1442.0
2020-07-28,Noord-Brabant,30.0,Overleden,0.0,1442.0
2020-07-29,Noord-Brabant,30.0,Overleden,0.0,1442.0
2020-07-30,Noord-Brabant,30.0,Overleden,0.0,1442.0
2020-07-31,Noord-Brabant,30.0,Overleden,0.0,1442.0
2020-08-01,Noord-Brabant,30.0,Overleden,0.0,1442.0
2020-08-02,Noord-Brabant,30.0,Overleden,1.0,1443.0
2020-08-03,Noord-Brabant,30.0,Overleden,0.0,1443.0
2020-08-04,Noord-Brabant,30.0,Overleden,0.0,1443.0
2020-08-05,Noord-Brabant,30.0,Overleden,2.0,1445.0
2020-08-06,Noord-Brabant,30.0,Overleden,1.0,1446.0
2020-08-07,Noord-Brabant,30.0,Overleden,0.0,1446.0
2020-08-08,Noord-Brabant,30.0,Overleden,0.0,1446.0
2020-08-09,Noord-Brabant,30.0,Overleden,1.0,1447.0
2020-08-10,Noord-Brabant,30.0,Overleden,0.0,1447.0
2020-08-11,Noord-Brabant,30.0,Overleden,0.0,1447.0
2020-08-12,Noord-Brabant,30.0,Overleden,0.0,1447.0
2020-08-13,Noord-Brabant,30.0,Overleden,0.0,1447.0
2020-08-14,Noord-Brabant,30.0,Overleden,0.0,1447.0
2020-08-15,Noord-Brabant,30.0,Overleden,0.0,1447.0
2020-08-16,Noord-Brabant,30.0,Overleden,3.0,1450.0
2020-08-17,Noord-Brabant,30.0,Overleden,0.0,1450.0
2020-08-18,Noord-Brabant,30.0,Overleden,0.0,1450.0
2020-08-19,Noord-Brabant,30.0,Overleden,2.0,1452.0
2020-08-20,Noord-Brabant,30.0,Overleden,1.0,1453.0
2020-08-21,Noord-Brabant,30.0,Overleden,0.0,1453.0
2020-08-22,Noord-Brabant,30.0,Overleden,3.0,1456.0
2020-08-23,Noord-Brabant,30.0,Overleden,1.0,1457.0
2020-08-24,Noord-Brabant,30.0,Overleden,0.0,1457.0
2020-08-25,Noord-Brabant,30.0,Overleden,1.0,1458.0
2020-08-26,Noord-Brabant,30.0,Overleden,2.0,1460.0
2020-08-27,Noord-Brabant,30.0,Overleden,0.0,1460.0
2020-08-28,Noord-Brabant,30.0,Overleden,0.0,1460.0
2020-08-29,Noord-Brabant,30.0,Overleden,0.0,1460.0
2020-08-30,Noord-Brabant,30.0,Overleden,0.0,1460.0
2020-08-31,Noord-Brabant,30.0,Overleden,0.0,1460.0
2020-09-01,Noord-Brabant,30.0,Overleden,1.0,1461.0
2020-09-02,Noord-Brabant,30.0,Overleden,0.0,1461.0
2020-09-03,Noord-Brabant,30.0,Overleden,0.0,1461.0
2020-09-04,Noord-Brabant,30.0,Overleden,1.0,1462.0
2020-09-05,Noord-Brabant,30.0,Overleden,0.0,1462.0
2020-09-06,Noord-Brabant,30.0,Overleden,0.0,1462.0
2020-09-07,Noord-Brabant,30.0,Overleden,0.0,1462.0
2020-09-08,Noord-Brabant,30.0,Overleden,0.0,1462.0
2020-09-09,Noord-Brabant,30.0,Overleden,0.0,1462.0
2020-09-10,Noord-Brabant,30.0,Overleden,0.0,1462.0
2020-09-11,Noord-Brabant,30.0,Overleden,1.0,1463.0
2020-09-12,Noord-Brabant,30.0,Overleden,1.0,1464.0
2020-09-13,Noord-Brabant,30.0,Overleden,0.0,1464.0
2020-09-14,Noord-Brabant,30.0,Overleden,0.0,1464.0
2020-09-15,Noord-Brabant,30.0,Overleden,0.0,1464.0
2020-09-16,Noord-Brabant,30.0,Overleden,0.0,1464.0
2020-09-17,Noord-Brabant,30.0,Overleden,0.0,1464.0
2020-09-18,Noord-Brabant,30.0,Overleden,1.0,1465.0
2020-09-19,Noord-Brabant,30.0,Overleden,0.0,1465.0
2020-09-20,Noord-Brabant,30.0,Overleden,0.0,1465.0
2020-09-21,Noord-Brabant,30.0,Overleden,0.0,1465.0
2020-09-22,Noord-Brabant,30.0,Overleden,0.0,1465.0
2020-09-23,Noord-Brabant,30.0,Overleden,1.0,1466.0
2020-09-24,Noord-Brabant,30.0,Overleden,0.0,1466.0
2020-09-25,Noord-Brabant,30.0,Overleden,1.0,1467.0
2020-09-26,Noord-Brabant,30.0,Overleden,0.0,1467.0
2020-09-27,Noord-Brabant,30.0,Overleden,0.0,1467.0
2020-09-28,Noord-Brabant,30.0,Overleden,3.0,1470.0
2020-09-29,Noord-Brabant,30.0,Overleden,2.0,1472.0
2020-09-30,Noord-Brabant,30.0,Overleden,1.0,1473.0
2020-10-01,Noord-Brabant,30.0,Overleden,2.0,1475.0
2020-10-02,Noord-Brabant,30.0,Overleden,0.0,1475.0
2020-10-03,Noord-Brabant,30.0,Overleden,0.0,1475.0
2020-10-04,Noord-Brabant,30.0,Overleden,2.0,1477.0
2020-10-05,Noord-Brabant,30.0,Overleden,0.0,1477.0
2020-10-06,Noord-Brabant,30.0,Overleden,1.0,1478.0
2020-10-07,Noord-Brabant,30.0,Overleden,3.0,1481.0
2020-10-08,Noord-Brabant,30.0,Overleden,2.0,1483.0
2020-10-09,Noord-Brabant,30.0,Overleden,1.0,1484.0
2020-10-10,Noord-Brabant,30.0,Overleden,2.0,1486.0
2020-10-11,Noord-Brabant,30.0,Overleden,4.0,1490.0
2020-10-12,Noord-Brabant,30.0,Overleden,5.0,1495.0
2020-10-13,Noord-Brabant,30.0,Overleden,5.0,1500.0
2020-10-14,Noord-Brabant,30.0,Overleden,11.0,1511.0
2020-10-15,Noord-Brabant,30.0,Overleden,11.0,1522.0
2020-10-16,Noord-Brabant,30.0,Overleden,7.0,1529.0
2020-10-17,Noord-Brabant,30.0,Overleden,1.0,1530.0
2020-10-18,Noord-Brabant,30.0,Overleden,5.0,1535.0
2020-10-19,Noord-Brabant,30.0,Overleden,11.0,1546.0
2020-10-20,Noord-Brabant,30.0,Overleden,4.0,1550.0
2020-10-21,Noord-Brabant,30.0,Overleden,1.0,1551.0
2020-10-22,Noord-Brabant,30.0,Overleden,4.0,1555.0
2020-10-23,Noord-Brabant,30.0,Overleden,1.0,1556.0
2020-10-24,Noord-Brabant,30.0,Overleden,7.0,1563.0
2020-10-25,Noord-Brabant,30.0,Overleden,21.0,1584.0
2020-10-26,Noord-Brabant,30.0,Overleden,10.0,1594.0
2020-10-27,Noord-Brabant,30.0,Overleden,8.0,1602.0
2020-10-28,Noord-Brabant,30.0,Overleden,1.0,1603.0
2020-10-29,Noord-Brabant,30.0,Overleden,16.0,1619.0
2020-10-30,Noord-Brabant,30.0,Overleden,33.0,1652.0
2020-10-31,Noord-Brabant,30.0,Overleden,12.0,1664.0
2020-11-01,Noord-Brabant,30.0,Overleden,11.0,1675.0
2020-11-02,Noord-Brabant,30.0,Overleden,5.0,1680.0
2020-11-03,Noord-Brabant,30.0,Overleden,4.0,1684.0
2020-11-04,Noord-Brabant,30.0,Overleden,22.0,1706.0
2020-11-05,Noord-Brabant,30.0,Overleden,20.0,1726.0
2020-11-06,Noord-Brabant,30.0,Overleden,11.0,1737.0
2020-11-07,Noord-Brabant,30.0,Overleden,18.0,1755.0
2020-11-08,Noord-Brabant,30.0,Overleden,17.0,1772.0
2020-11-09,Noord-Brabant,30.0,Overleden,13.0,1785.0
2020-11-10,Noord-Brabant,30.0,Overleden,4.0,1789.0
2020-11-11,Noord-Brabant,30.0,Overleden,23.0,1812.0
2020-11-12,Noord-Brabant,30.0,Overleden,4.0,1816.0
2020-11-13,Noord-Brabant,30.0,Overleden,14.0,1830.0
2020-11-14,Noord-Brabant,30.0,Overleden,4.0,1834.0
2020-11-15,Noord-Brabant,30.0,Overleden,11.0,1845.0
2020-11-16,Noord-Brabant,30.0,Overleden,3.0,1848.0
2020-11-17,Noord-Brabant,30.0,Overleden,37.0,1885.0
2020-02-27,Noord-Brabant,30.0,Totaal,0.0,0.0
2020-02-28,Noord-Brabant,30.0,Totaal,0.0,0.0
2020-02-29,Noord-Brabant,30.0,Totaal,0.0,0.0
2020-03-01,Noord-Brabant,30.0,Totaal,0.0,0.0
2020-03-02,Noord-Brabant,30.0,Totaal,0.0,0.0
2020-03-03,Noord-Brabant,30.0,Totaal,3.0,3.0
2020-03-04,Noord-Brabant,30.0,Totaal,0.0,3.0
2020-03-05,Noord-Brabant,30.0,Totaal,4.0,7.0
2020-03-06,Noord-Brabant,30.0,Totaal,6.0,13.0
2020-03-07,Noord-Brabant,30.0,Totaal,2.0,15.0
2020-03-08,Noord-Brabant,30.0,Totaal,7.0,22.0
2020-03-09,Noord-Brabant,30.0,Totaal,18.0,40.0
2020-03-10,Noord-Brabant,30.0,Totaal,5.0,45.0
2020-03-11,Noord-Brabant,30.0,Totaal,13.0,58.0
2020-03-12,Noord-Brabant,30.0,Totaal,17.0,75.0
2020-03-13,Noord-Brabant,30.0,Totaal,46.0,121.0
2020-03-14,Noord-Brabant,30.0,Totaal,74.0,195.0
2020-03-15,Noord-Brabant,30.0,Totaal,36.0,231.0
